,Author,Title,Poem,Form
10,Helen Hunt Jackson,A Calendar Of Sonnets: December,"The lakes of ice gleam bluer than the lakes 
Of water 'neath the summer sunshine gleamed: 
Far fairer than when placidly it streamed, 
The brook its frozen architecture makes, 
And under bridges white its swift way takes. 
Snow comes and goes as messenger who dreamed 
Might linger on the road; or one who deemed 
His message hostile gently for their sakes 
Who listened might reveal it by degrees. 
We gird against the cold of winter wind 
Our loins now with mighty bands of sleep, 
In longest, darkest nights take rest and ease, 
And every shortening day, as shadows creep 
O'er the brief noontide, fresh surprises find.",Sonnet
11,Helen Hunt Jackson,A Calendar Of Sonnets: July,"Some flowers are withered and some joys have died; 
The garden reeks with an East Indian scent 
From beds where gillyflowers stand weak and spent; 
The white heat pales the skies from side to side; 
But in still lakes and rivers, cool, content, 
Like starry blooms on a new firmament, 
White lilies float and regally abide. 
In vain the cruel skies their hot rays shed; 
The lily does not feel their brazen glare. 
In vain the pallid clouds refuse to share 
Their dews, the lily feels no thirst, no dread. 
Unharmed she lifts her queenly face and head; 
She drinks of living waters and keeps fair.",Sonnet
12,Rainer Maria Rilke,The Sonnets To Orpheus: I,"A tree ascended there. Oh pure transendence!
Oh Orpheus sings! Oh tall tree in the ear!
And all things hushed. Yet even in that silence
a new beginning, beckoning, change appeared.

Creatures of stillness crowded from the bright
unbound forest, out of their lairs and nests;
and it was not from any dullness, not
from fear, that they were so quiet in themselves,

but from just listening. Bellow, roar, shriek
seemed small inside their hearts. And where there had been
at most a makeshift hut to receive the music,

a shelter nailed up out of their darkest longing,
with an entryway that shuddered in the wind-
you built a temple deep inside their hearing.


Translated by Stephen Mitchell",Sonnet
13,Rainer Maria Rilke,The Sonnets To Orpheus: Book 2: I,"Breathing: you invisible poem! Complete
interchange of our own
essence with world-space. You counterweight
in which I rythmically happen.

Single wave-motion whose
gradual sea I am:
you, most inclusive of all our possible seas-
space has grown warm.

How many regions in space have already been
inside me. There are winds that seem like
my wandering son.

Do you recognize me, air, full of places I once absorbed?
You who were the smooth bark,
roundness, and leaf of my words. 


Translated by Stephen Mitchell",Sonnet
14,Elizabeth Barrett Browning,Sonnets From The Portuguese Iv,"IF thou must love me, let it be for naught 
   Except for love's sake only. Do not say, 
   'I love her for her smile--her look--her way 
Of speaking gently,--for a trick of thought 
That falls in well with mine, and certes brought 
   A sense of pleasant ease on such a day'-- 
   For these things in themselves, Beloved, may 
Be changed, or change for thee--and love, so wrought, 
May be unwrought so. Neither love me for 
   Thine own dear pity's wiping my cheeks dry: 
A creature might forget to weep, who bore 
   Thy comfort long, and lose thy love thereby! 
But love me for love's sake, that evermore 
   Thou mayst love on, through love's eternity.",Sonnet
15,Edna St. Vincent Millay,Sonnets 07: When I Too Long Have Looked ..,"When I too long have looked upon your face,
Wherein for me a brightness unobscured
Save by the mists of brightness has its place,
And terrible beauty not to be endured,
I turn away reluctant from your light,
And stand irresolute, a mind undone,
A silly, dazzled thing deprived of sight
From having looked too long upon the sun.
Then is my daily life a narrow room
In which a little while, uncertainly,
Surrounded by impenetrable gloom,
Among familiar things grown strange to me
Making my way, I pause, and feel, and hark,
Till I become accustomed to the dark.",Sonnet
16,Rainer Maria Rilke,The Sonnets To Orpheus: Xix,"Though the world keeps changing its form
as fast as a cloud, still
what is accomplished falls home
to the Primeval.

Over the change and the passing,
larger and freer,
soars your eternal song,
god with the lyre.

Never has grief been possesed,
never has love been learned,
and what removes us in death

is not revealed.
Only the song through the land
hallows and heals.


Translated by Stephen Mitchell",Sonnet
17,Helen Hunt Jackson,A Calendar Of Sonnets: August,"Silence again. The glorious symphony 
Hath need of pause and interval of peace. 
Some subtle signal bids all sweet sounds cease, 
Save hum of insects' aimless industry. 
Pathetic summer seeks by blazonry 
Of color to conceal her swift decrease. 
Weak subterfuge! Each mocking day doth fleece 
A blossom, and lay bare her poverty. 
Poor middle-aged summer! Vain this show! 
Whole fields of Golden-Rod cannot offset 
One meadow with a single violet; 
And well the singing thrush and lily know, 
Spite of all artifice which her regret 
Can deck in splendid guise, their time to go!",Sonnet
18,Christina Georgina Rossetti,Sonnets Are Full Of Love,"Sonnets are full of love, and this my tome 
Has many sonnets: so here now shall be 
One sonnet more, a love sonnet, from me 
To her whose heart is my heart's quiet home, 
To my first Love, my Mother, on whose knee 
I learnt love-lore that is not troublesome; 
Whose service is my special dignity, 
And she my loadstare while I go and come 
And so because you love me, and because 
I love you, Mother, I have woven a wreath 
Of rhymes wherewith to crown your honoured name: 
In you not fourscore years can dim the flame 
Of love, whose blessed glow transcends the laws 
Of time and change and mortal life and death.",Sonnet
19,Edna St. Vincent Millay,"Sonnets 01: We Talk Of Taxes, And I Call..","We talk of taxes, and I call you friend;
Well, such you are,—but well enough we know
How thick about us root, how rankly grow
Those subtle weeds no man has need to tend,
That flourish through neglect, and soon must send
Perfume too sweet upon us and overthrow
Our steady senses; how such matters go
We are aware, and how such matters end.
Yet shall be told no meagre passion here;
With lovers such as we forevermore
Isolde drinks the draught, and Guinevere
Receives the Table's ruin through her door,
Francesca, with the loud surf at her ear,
Lets fall the colored book upon the floor.",Sonnet
20,Helen Hunt Jackson,A Calendar Of Sonnets: March,"Month which the warring ancients strangely styled 
The month of war,--as if in their fierce ways 
Were any month of peace!--in thy rough days 
I find no war in Nature, though the wild 
Winds clash and clang, and broken boughs are piled 
As feet of writhing trees. The violets raise 
Their heads without affright, without amaze, 
And sleep through all the din, as sleeps a child. 
And he who watches well may well discern 
Sweet expectation in each living thing. 
Like pregnant mother the sweet earth doth yearn; 
In secret joy makes ready for the spring; 
And hidden, sacred, in her breast doth bear 
Annunciation lilies for the year.",Sonnet
21,Rainer Maria Rilke,The Sonnets To Orpheus: Book 2: Xxiii,"Call to me to the one among your moments
that stands against you, ineluctably:
intimate as a dog's imploring glance
but, again, forever, turned away

when you think you've captured it at last.
What seems so far from you is most your own.
We are already free, and were dismissed
where we thought we soon would be at home.

Anxious, we keep longing for a foothold-
we, at times too young for what is old
and too old for what has never been;

doing justice only where we praise,
because we are the branch, the iron blade,
and sweet danger, ripening from within.


Translated by Stephen Mitchell",Sonnet
22,Rainer Maria Rilke,The Sonnets To Orpheus: Iv,"O you tender ones, walk now and then
into the breath that blows coldly past,
Upon your cheeks let it tremble and part;
behind you it will tremble together again.

O you blessed ones, you who are whole,
you who seem the beginning of hearts,
bows for the arrows and arrows' targets--
tear-bright, your lips more eternally smile.

Don't be afraid to suffer; return
that heaviness to the earth's own weight;
heavy are the mountains, heavy the seas.

Even the small trees you planted as children
have long since become too heavy; you could not
carry them now. But the winds...But the spaces....


Translated by Stephen Mitchell",Sonnet
23,Rainer Maria Rilke,The Sonnets To Orpheus: Xxv,"But you now, dear girl, whom I loved like a flower whose
   name
I didn't know, you who so early were taken away:
I will once more call up your image and show it to them,
beautiful companion of the unsubduable cry.

Dancer whose body filled with your hesitant fate,
pausing, as though your young flesh had been cast in bronze;
grieving and listening--. Then, from the high dominions,
unearthly music fell into your altered heart.

Already possessed by shadows, with illness near,
your blood flowed darkly; yet, though for a moment
   suspicious,
it burst out into the natural pulses of spring.

Again and again interrupted by downfall and darkness,
earthly, it gleamed. Till, after a terrible pounding,
it entered the inconsolably open door.


Translated by Stephen Mitchell",Sonnet
24,Helen Hunt Jackson,A Calendar Of Sonnets: February,"Still lie the sheltering snows, undimmed and white; 
And reigns the winter's pregnant silence still; 
No sign of spring, save that the catkins fill, 
And willow stems grow daily red and bright. 
These are days when ancients held a rite 
Of expiation for the old year's ill, 
And prayer to purify the new year's will: 
Fit days, ere yet the spring rains blur the sight, 
Ere yet the bounding blood grows hot with haste, 
And dreaming thoughts grow heavy with a greed 
The ardent summer's joy to have and taste; 
Fit days, to give to last year's losses heed, 
To recon clear the new life's sterner need; 
Fit days, for Feast of Expiation placed!",Sonnet
25,John Donne,Holy Sonnets: Since She Whom I Lov'D Hat..,"Since she whom I lov'd hath paid her last debt
     To nature, and to hers, and my good is dead,
     And her soul early into heaven ravished,
     Wholly in heavenly things my mind is set.
     Here the admiring her my mind did whet
     To seek thee, God; so streams do show the head;
     But though I have found thee, and thou my thirst hast fed,
     A holy thirsty dropsy melts me yet.
     But why should I beg more love, whenas thou
   Dost woo my soul, for hers off'ring all thine,
   And dost not only fear lest I allow
   My love to saints and angels, things divine,
   But in thy tender jealousy dost doubt
   Lest the world, flesh, yea devil put thee out.",Sonnet
26,Elizabeth Barrett Browning,Sonnets From The Portuguese I,"I THOUGHT once how Theocritus had sung 
   Of the sweet years, the dear and wish'd-for years, 
   Who each one in a gracious hand appears 
To bear a gift for mortals old or young: 
And, as I mused it in his antique tongue, 
   I saw in gradual vision through my tears 
   The sweet, sad years, the melancholy years-- 
Those of my own life, who by turns had flung 
A shadow across me. Straightway I was 'ware, 
   So weeping, how a mystic Shape did move 
Behind me, and drew me backward by the hair; 
   And a voice said in mastery, while I strove, 
'Guess now who holds thee?'--'Death,' I said. But there 
   The silver answer rang--'Not Death, but Love.'",Sonnet
27,Edna St. Vincent Millay,Sonnets 09: Let You Not Say Of Me When I..,"Let you not say of me when I am old,
In pretty worship of my withered hands
Forgetting who I am, and how the sands
Of such a life as mine run red and gold
Even to the ultimate sifting dust, ""Behold,
Here walketh passionless age!""—for there expands
A curious superstition in these lands,
And by its leave some weightless tales are told.

In me no lenten wicks watch out the night;
I am the booth where Folly holds her fair;
Impious no less in ruin than in strength,
When I lie crumbled to the earth at length,
Let you not say, ""Upon this reverend site
The righteous groaned and beat their breasts in prayer.""",Sonnet
28,Edna St. Vincent Millay,Sonnets From An Ungrafted Tree,"XLI

I, being born a woman and distressed
By all the needs and notions of my kind,
Am urged by your propinquity to find
Your person fair, and feel a certain zest
To bear you body's weight upon my breast:
So subtly is the fume of life designed,
To clairfy the pulse and cloud the mind,
And leave me once again undone, possessed.
Think not for this, however, the poor treason
Of my stout blood against my staggering brain,
I shall remember you with love, or season
My scorn with pity,—let me make it plain:
I find ths frenzy insufficient reason
For conversation when we meet again.",Sonnet
29,Edna St. Vincent Millay,"Sonnets 08: And You As Well Must Die, Be..","And you as well must die, beloved dust,
And all your beauty stand you in no stead;
This flawless, vital hand, this perfect head,
This body of flame and steel, before the gust
Of Death, or under his autumnal frost,
Shall be as any leaf, be no less dead
Than the first leaf that fell,--this wonder fled.
Altered, estranged, disintegrated, lost.
Nor shall my love avail you in your hour.
In spite of all my love, you will arise
Upon that day and wander down the air
Obscurely as the unattended flower,
It mattering not how beautiful you were,
Or how beloved above all else that dies.",Sonnet
30,Rainer Maria Rilke,The Sonnets To Orpheus: Book 2: Vi,"Rose, you majesty-once, to the ancients, you were
just a calyx with the simplest of rims.
But for us, you are the full, the numberless flower,
the inexhaustible countenance.

In your wealth you seem to be wearing gown upon gown
upon a body of nothing but light;
yet each seperate petal is at the same time the negation
of all clothing and the refusal of it.

Your fragrance has been calling its sweetest names
in our direction, for hundreds of years;
suddenly it hangs in the air like fame.

Even so, we have never known what to call it; we guess...
And memory is filled with it unawares
which we prayed for from hours that belong to us.


Translated by Stephen Mitchell",Sonnet
31,Delmore Schwartz,Sonnet On Famous And Familiar Sonnets An..,"(With much help from Robert Good, William Shakespeare, 
John Milton, and little Catherine Schwartz) 


Shall I compare her to a summer play?
She is too clever, too devious, too subtle, too dark:
Her lies are rare, but then she paves the way
Beyond the summer's sway, within the jejune park
Where all souls' aspiration to true nobility
Obliges Statues in the Frieze of Death
And when this pantomime and Panama of Panorama Fails,
""I'll never speak to you agayne"" -- or waste her panting breath.

When I but think of how her years are spent
Deadening that one talent which -- for woman is --
Death or paralysis, denied: nature's intent
That each girl be a mother -- whether or not she is
Or has become a lawful wife or bride
-- 0 Alma Magna Mater, deathless the living death of pride.",Sonnet
32,Helen Hunt Jackson,A Calendar Of Sonnets: June,"O month whose promise and fulfilment blend, 
And burst in one! it seems the earth can store 
In all her roomy house no treasure more; 
Of all her wealth no farthing have to spend 
On fruit, when once this stintless flowering end. 
And yet no tiniest flower shall fall before 
It hath made ready at its hidden core 
Its tithe of seed, which we may count and tend 
Till harvest. Joy of blossomed love, for thee 
Seems it no fairer thing can yet have birth? 
No room is left for deeper ecstacy? 
Watch well if seeds grow strong, to scatter free 
Germs for thy future summers on the earth. 
A joy which is but joy soon comes to dearth.",Sonnet
33,Helen Hunt Jackson,A Calendar Of Sonnets: May,"O Month when they who love must love and wed! 
Were one to go to worlds where May is naught, 
And seek to tell the memories he had brought 
From earth of thee, what were most fitly said? 
I know not if the rosy showers shed 
From apple-boughs, or if the soft green wrought 
In fields, or if the robin's call be fraught 
The most with thy delight. Perhaps they read 
Thee best who in the ancient time did say 
Thou wert the sacred month unto the old: 
No blossom blooms upon thy brightest day 
So subtly sweet as memories which unfold 
In aged hearts which in thy sunshine lie, 
To sun themselves once more before they die.",Sonnet
