,Author,Title,Poem,Form
21,Rainer Maria Rilke,From The Tenth Elegy,"Ah, but the City of Pain: how strange its streets are:
the false silence of sound drowning sound,
and there--proud, brazen, effluence from the mold of emptiness--
the gilded hubbub, the bursting monument.
How an Angel would stamp out their market of solaces,
set up alongside their church bought to order:
clean and closed and woeful as a post office on Sunday.
Outside, though, there's always the billowing edge of the fair.
Swings of Freedom! High-divers and Jugglers of Zeal!
And the shooting gallery with its figures of idiot Happiness
which jump, quiver, and fall with a tinny ring
whenever some better marksman scores. Onward he lurches from cheers
to chance; for booths courting each curious taste
are drumming and barking. And then--for adults only--
a special show: how money breeds, its anatomy, not some charade:
money's genitals, everything, the whole act
from beginning to end--educational and guaranteed to make you
virile . . . . . . . . .
. . . . Oh, but just beyond that,
behind the last of the billboards, plastered with signs for ""Deathless,""
that bitter beer which tastes sweet to those drinking it
as long as they have fresh distractions to chew . . . ,
just beyond those boards, just on the other side: things are real.
Children play, lovers hold each other, off in the shadows,
pensive, on the meager grass, while dogs obey nature.
The youth is drawn farther on; perhaps he's fallen in love
with a young Lament . . . . . He pursues her, enters meadowland.
She says:
""It's a long way. We live out there . . .""
                                             Where? And the youth follows.
Something in her bearing stirs him. Her shoulders, neck--,
perhaps she's of noble descent. Still, he leaves her, turns around,
glances back, waves . . . What's the use? She's a Lament.


Translated by Edward Snow",Elegy
22,John Donne,Elegy Xiii: His Parting From Her,"SINCE she must go, and I must mourn, come night, 
Environ me with darkness, whilst I write ; 
Shadow that hell unto me, which alone 
I am to suffer when my love is gone. 
Alas ! the darkest magic cannot do it, 
Thou and great hell, to boot, are shadows to it. 
Should Cynthia quit thee, Venus, and each star, 
It would not form one thought dark as mine are. 
I could lend them obscureness now, and say
Out of my self, there should be no more day. 
Such is already my self-want of sight, 
Did not the fire within me force a light. 
O Love, that fire and darkness should be mix'd, 
Or to thy triumphs such strange torments fix'd ! 
Is it because thou thyself art blind, that we, 
Thy martyrs, must no more each other see ? 
Or takest thou pride to break us on the wheel, 
And view old Chaos in the pains we feel ? 
Or have we left undone some mutual rite, 
That thus with parting thou seek'st us to spite ? 
No, no. The fault is mine, impute it to me, 
Or rather to conspiring destiny, 
Which, since I loved in jest before, decreed
That I should suffer, when I loved indeed ; 
And therefore, sooner now than I can say, 
I saw the golden fruit, 'tis rapt away ; 
Or as I'd watch'd one drop in the vast stream, 
And I left wealthy only in a dream. 
Yet, Love, thou'rt blinder than myself in this, 
To vex my dove-like friend for my amiss ; 
And where one sad truth may expiate 
Thy wrath, to make her fortune run my fate. 
So blinded justice doth, when favourites fall, 
Strike them, their house, their friends, their favourites all. 
Was't not enough that thou didst dart thy fires 
Into our bloods, inflaming our desires, 
And madest us sigh, and blow, and pant, and burn, 
And then thyself into our flames didst turn ? 
Was't not enough that thou didst hazard us 
To paths in love so dark and dangerous, 
And those so ambush'd round with household spies, 
And over all thy husband's towering eyes, 
Inflamed with th' ugly sweat of jealousy ; 
Yet went we not still on in constancy ? 
Have we for this kept guards, like spy on spy ? 
Had correspondence whilst the foe stood by ? 
Stolen, more to sweeten them, our many blisses 
Of meetings, conference, embracements, kisses ? 
Shadow'd with negligence our best respects ? 
Varied our language through all dialects 
Of becks, winks, looks, and often under boards 
Spoke dialogues with our feet far from our words ? 
Have we proved all the secrets of our art, 
Yea, thy pale inwards, and thy panting heart ? 
And, after all this passed purgatory, 
Must sad divorce make us the vulgar story ? 
First let our eyes be riveted quite through 
Our turning brain, and both our lips grow to ; 
Let our arms clasp like ivy, and our fear 
Freeze us together, that we may stick here, 
Till Fortune, that would ruin us with the deed, 
Strain his eyes open, and yet make them bleed. 
For Love it cannot be, whom hitherto 
I have accused, should such a mischief do. 
O Fortune, thou'rt not worth my least exclaim, 
And plague enough thou hast in thy own name. 
Do thy great worst ; my friend and I have charms, 
Though not against thy strokes, against thy harms. 
Rend us in sunder ; thou canst not divide 
Our bodies so, but that our souls are tied, 
And we can love by letters still and gifts, 
And thoughts and dreams ; love never wanteth shifts. 
I will not look upon the quickening sun, 
But straight her beauty to my sense shall run ; 
The air shall note her soft, the fire, most pure ; 
Waters suggest her clear, and the earth sure. 
Time shall not lose our passages ; the spring, 
How fresh our love was in the beginning ; 
The summer, how it ripen'd in the year ; 
And autumn, what our golden harvests were ; 
The winter I'll not think on to spite thee, 
But count it a lost season ; so shall she. 
And dearest friend, since we must part, drown night 
With hope of day—burdens well borne are light— ; 
The cold and darkness longer hang somewhere, 
Yet Phoebus equally lights all the sphere ; 
And what we cannot in like portion pay 
The world enjoys in mass, and so we may. 
Be then ever yourself, and let no woe 
Win on your health, your youth, your beauty ; so 
Declare yourself base Fortune's enemy, 
No less be your contempt than her inconstancy ; 
That I may grow enamour'd on your mind, 
When mine own thoughts I here neglected find. 
And this to the comfort of my dear I vow, 
My deeds shall still be what my deeds are now ; 
The poles shall move to teach me ere I start ; 
And when I change my love, I'll change my heart. 
Nay, if I wax but cold in my desire, 
Think, heaven hath motion lost, and the world, fire. 
Much more I could, but many words have made 
That oft suspected which men most persuade. 
Take therefore all in this ; I love so true, 
As I will never look for less in you.",Elegy
23,Carolyn Forché,Elegy,"The page opens to snow on a field: boot-holed month, black hour
the bottle in your coat half voda half winter light.
To what and to whom does one say yes?
If God were the uncertain, would you cling to him?

Beneath a tattoo of stars the gate open, so silent so like a tomb.
This is the city you most loved, an empty stairwell
where the next rain lifts invisibly from the Seine.

With solitude, your coat open, you walk
steadily as if the railings were there and your hands weren't passing 
        through them.

""When things were ready, they poured on fuel and touched off the fire.
They waited for a high wind. It was very fine, that powdered bone.
It was put into sacks, and when there was enough we went to a bridge 
        on the Narew River.""

And even less explicit phrases survived:
""To make charcoal.
For laundry irons.""
And so we revolt against silence with a bit of speaking.
The page is a charred field where the dead would have written
We went on. And it was like living through something again one 
        could not live through again.

The soul behind you no longer inhabits your life: the unlit house
with its breathless windows and a chimney of ruined wings
where wind becomes an aria, your name, voices from a field,
And you, smoke, dissonance, a psalm, a stairwell.


Anonymous submission.",Elegy
24,Anna Akhmatova,March Elegy,"I have enough treasures from the past
to last me longer than I need, or want.
You know as well as I . . . malevolent memory
won't let go of half of them:
a modest church, with its gold cupola
slightly askew; a harsh chorus
of crows; the whistle of a train;
a birch tree haggard in a field
as if it had just been sprung from jail;
a secret midnight conclave
of monumental Bible-oaks;
and a tiny rowboat that comes drifting out
of somebody's dreams, slowly foundering.
Winter has already loitered here,
lightly powdering these fields,
casting an impenetrable haze
that fills the world as far as the horizon.
I used to think that after we are gone
there's nothing, simply nothing at all.
Then who's that wandering by the porch
again and calling us by name?
Whose face is pressed against the frosted pane?
What hand out there is waving like a branch?
By way of reply, in that cobwebbed corner
a sunstruck tatter dances in the mirror.",Elegy
25,John Donne,Elegy Viii: The Comparison,"As the sweet sweat of roses in a still,
As that which from chafed musk-cats' pores doth trill,
As the almighty balm of th' early East,
Such are the sweat drops of my mistress' breast,
And on her brow her skin such lustre sets,
They seem no sweat drops, but pearl coronets.
Rank sweaty froth thy Mistress's brow defiles,
Like spermatic issue of ripe menstruous boils,
Or like the scum, which, by need's lawless law
Enforced, Sanserra's starved men did draw
From parboiled shoes and boots, and all the rest
Which were with any sovereigne fatness blest,
And like vile lying stones in saffroned tin,
Or warts, or weals, they hang upon her skin.
Round as the world's her head, on every side,
Like to the fatal ball which fell on Ide,

Or that whereof God had such jealousy,
As, for the ravishing thereof we die.
Thy head is like a rough-hewn statue of jet,
Where marks for eyes, nose, mouth, are yet scarce set;
Like the first Chaos, or flat-seeming face
Of Cynthia, when th' earth's shadows her embrace.
Like Proserpine's white beauty-keeping chest,
Or Jove's best fortunes urn, is her fair breast.
Thine's like worm-eaten trunks, clothed in seals' skin,
Or grave, that's dust without, and stink within.
And like that slender stalk, at whose end stands
The woodbine quivering, are her arms and hands.
Like rough barked elm-boughs, or the russet skin
Of men late scourged for madness, or for sin,
Like sun-parched quarters on the city gate,
Such is thy tanned skin's lamentable state.
And like a bunch of ragged carrots stand
The short swol'n fingers of thy gouty hand.
Then like the Chimic's masculine equal fire,
Which in the Lymbecks warm womb doth inspire
Into th' earth's worthless dirt a soul of gold,
Such cherishing heat her best loved part doth hold.
Thine's like the dread mouth of a fired gun,
Or like hot liquid metals newly run
Into clay moulds, or like to that Etna
Where round about the grass is burnt away.
Are not your kisses then as filthy, and more,
As a worm sucking an envenomed sore?
Doth not thy feareful hand in feeling quake,
As one which gath'ring flowers still fears a snake?
Is not your last act harsh, and violent,
As when a plough a stony ground doth rent?
So kiss good turtles, so devoutly nice
Are priests in handling reverent sacrifice,
And such in searching wounds the surgeon is
As we, when we embrace, or touch, or kiss.
Leave her, and I will leave comparing thus,
She, and comparisons are odious.",Elegy
26,John Donne,Elegy V: His Picture,"Here take my picture; though I bid farewell
Thine, in my heart, where my soul dwells, shall dwell.
'Tis like me now, but I dead, 'twill be more
When we are shadows both, than 'twas before.
When weather-beaten I come back, my hand
Perhaps with rude oars torn, or sun beams tann'd,
My face and breast of haircloth, and my head
With care's rash sudden storms being o'erspread,
My body'a sack of bones, broken within,
And powder's blue stains scatter'd on my skin;
If rival fools tax thee to'have lov'd a man
So foul and coarse as, oh, I may seem then,
This shall say what I was, and thou shalt say,
'Do his hurts reach me? doth my worth decay?
Or do they reach his judging mind, that he
Should now love less, what he did love to see?
That which in him was fair and delicate,
Was but the milk which in love's childish state
Did nurse it; who now is grown strong enough
To feed on that, which to disus'd tastes seems tough.'",Elegy
27,Ovid,Elegy V,"In summer's heat and mid-time of the day
To rest my limbs upon a bed I lay,
One window shut, the other open stood,
Which gave such light, as twinkles in a wood,
Like twilight glimpse at setting of the sun,
Or night being past, and yet not day begun.
Such light to shamefast maidens must be shown,
Where they must sport, and seem to be unknown.
Then came Corinna in a long loose gown,
Her white neck hid with tresses hanging down:
Resembling fair Semiramis going to bed
Or Layis of a thousand wooers sped.
I snatched her gown, being thin, the harm was small,
Yet strived she to be covered there withal.
And striving thus as one that would be chaste,
Betrayed herself, and yeilded at the last.
Stark naked as she stood before mine eye,
Not one wen in her body could I spy.
What arms and shoulders did I touch and see,
How apt her breasts were to be pressed by me.
How smooth a belly under her waist saw I?
How large a leg, and what a lusty thigh?
To leave the rest, all liked me passing well,
I clinged her naked body, down she fell,
Judge you the rest, being tired she bade me kiss,
Jove sent me more such afternoons as this.",Elegy
28,Gilbert Keith Chesterton,Elegy In A Country Churchyard,"The men that worked for England 
They have their graves at home: 
And bees and birds of England 
About the cross can roam. 

But they that fought for England, 
Following a falling star, 
Alas, alas for England 
They have their graves afar. 

And they that rule in England, 
In stately conclave met, 
Alas, alas for England, 
They have no graves as yet.",Elegy
29,John Donne,Elegy Iv: The Perfume,"Once, and but once found in thy company,
All thy supposed escapes are laid on me;
And as a thief at bar is questioned there
By all the men that have been robed that year,
So am I (by this traiterous means surprized)
By thy hydroptic father catechized.
Though he had wont to search with glazed eyes,
As though he came to kill a cockatrice,
Though he hath oft sworn that he would remove
Thy beauty's beauty, and food of our love,
Hope of his goods, if I with thee were seen,
Yet close and secret, as our souls, we've been.
Though thy immortal mother, which doth lie
Still-buried in her bed, yet wiil not die,
Takes this advantage to sleep out daylight,
And watch thy entries and returns all night,
And, when she takes thy hand, and would seem kind,
Doth search what rings and armlets she can find,
And kissing, notes the colour of thy face,
And fearing lest thou'rt swol'n, doth thee embrace;
To try if thou long, doth name strange meats,
And notes thy paleness, blushing, sighs, and sweats;
And politicly will to thee confess
The sins of her own youth's rank lustiness;
Yet love these sorceries did remove, and move
Thee to gull thine own mother for my love.
Thy little brethren, which like faery sprites
Oft skipped into our chamber, those sweet nights,
And kissed, and ingled on thy father's knee,
Were bribed next day to tell what they did see:
The grim eight-foot-high iron-bound servingman,
That oft names God in oaths, and only then,
He that to bar the first gate doth as wide
As the great Rhodian Colossus stride,
Which, if in hell no other pains there were,
Makes me fear hell, because he must be there:
Though by thy father he were hired to this,
Could never witness any touch or kiss.
But Oh, too common ill, I brought with me
That which betrayed me to my enemy:
A loud perfume, which at my entrance cried
Even at thy father's nose, so were we spied;
When, like a tyran King, that in his bed
Smelt gunpowder, the pale wretch shivered.
Had it been some bad smell he would have thought
That his own feet, or breath, that smell had wrought.
But as we in our isle imprisoned,
Where cattle only, and diverse dogs are bred,
The precious Unicorns strange monsters call,
So thought he good, strange, that had none at all.
I taught my silks their whistling to forbear,
Even my oppressed shoes dumb and speechless were,
Only, thou bitter sweet, whom I had laid
Next me, me traiterously hast betrayed,
And unsuspected hast invisibly
At once fled unto him, and stayed with me.
Base excrement of earth, which dost confound
Sense from distinguishing the sick from sound;
By thee the seely amorous sucks his death
By drawing in a leprous harlot's breath;
By thee the greatest stain to man's estate
Falls on us, to be called effeminate;
Though you be much loved in the Prince's hall,
There, things that seem, exceed substantial.
Gods, when ye fumed on altars, were pleased well,
Because you were burnt, not that they liked your smell;
You're loathsome all, being taken simply alone,
Shall we love ill things joined, and hate each one?
If you were good, your good doth soon decay;
And you are rare, that takes the good away.
All my perfumes I give most willingly
T' embalm thy father's corse; What? will he die?",Elegy
30,John Donne,Elegy Ix: The Autumnal,"No spring nor summer beauty hath such grace
    As I have seen in one autumnal face.
Young beauties force our love, and that's a rape,
    This doth but counsel, yet you cannot scape.
If 'twere a shame to love, here 'twere no shame;
    Affection here takes reverence's name.
Were her first years the golden age? That's true,
    But now she's gold oft tried and ever new.
That was her torrid and inflaming time,
    This is her tolerable tropic clime.
Fair eyes, who asks more heat than comes from hence,
    He in a fever wishes pestilence.
Call not these wrinkles, graves; if graves they were,
    They were Love's graves, for else he is no where.
Yet lies not Love dead here, but here doth sit
    Vow'd to this trench, like an anachorit;
And here till hers, which must be his death, come,
    He doth not dig a grave, but build a tomb.
Here dwells he; though he sojourn ev'rywhere
    In progress, yet his standing house is here:
Here where still evening is, not noon nor night,
    Where no voluptuousness, yet all delight.
In all her words, unto all hearers fit,
    You may at revels, you at council, sit.
This is Love's timber, youth his underwood;
    There he, as wine in June, enrages blood,
Which then comes seasonabliest when our taste
    And appetite to other things is past.
Xerxes' strange Lydian love, the platan tree,
    Was lov'd for age, none being so large as she,
Or else because, being young, nature did bless
    Her youth with age's glory, barrenness.
If we love things long sought, age is a thing
    Which we are fifty years in compassing;
If transitory things, which soon decay,
    Age must be loveliest at the latest day.
But name not winter faces, whose skin's slack,
    Lank as an unthrift's purse, but a soul's sack;
Whose eyes seek light within, for all here's shade;
    Whose mouths are holes, rather worn out than made;
Whose every tooth to a several place is gone,
    To vex their souls at resurrection:
Name not these living death's-heads unto me,
    For these, not ancient, but antique be.
I hate extremes, yet I had rather stay
    With tombs than cradles, to wear out a day.
Since such love's natural lation is, may still
    My love descend, and journey down the hill,
Not panting after growing beauties. So,
    I shall ebb on with them who homeward go.",Elegy
31,John Donne,Elegy Ii: The Anagram,"Marry, and love thy Flavia, for she
Hath all things whereby others beautious be,
For, though her eyes be small, her mouth is great,
Though they be ivory, yet her teeth be jet,
Though they be dim, yet she is light enough,
And though her harsh hair fall, her skin is rough;
What though her cheeks be yellow, her hair's red;
Give her thine, and she hath a maidenhead.
These things are beauty's elements, where these
Meet in one, that one must, as perfect, please.
If red and white and each good quality
Be in thy wench, ne'er ask where it doth lie.
In buying things perfumed, we ask if there
Be musk and amber in it, but not where.
Though all her parts be not in th' usual place,
She hath yet an anagram of a good face.
If we might put the letters but one way,
In the lean dearth of words, what could we say?
When by the Gamut some Musicians make
A perfect song, others will undertake,
By the same Gamut changed, to equal it.
Things simply good can never be unfit.
She's fair as any, if all be like her,
And if none be, then she is singular.
All love is wonder; if we justly do
Account her wonderful, why not lovely too?
Love built on beauty, soon as beauty, dies;
Choose this face, changed by no deformities.
Women are all like angels; the fair be
Like those which fell to worse; but such as thee,
Like to good angels, nothing can impair:
'Tis less grief to be foul than t' have been fair.
For one night's revels, silk and gold we choose,
But, in long journeys, cloth and leather use.
Beauty is barren oft; best husbands say,
There is best land where there is foulest way.
Oh what a sovereign plaster will she be,
If thy past sins have taught thee jealousy!
Here needs no spies, nor eunuchs; her commit
Safe to thy foes; yea, to a Marmosit.
When Belgia's cities the round countries drown,
That dirty foulness guards, and arms the town:
So doth her face guard her; and so, for thee,
Which, forced by business, absent oft must be,
She, whose face, like clouds, turns the day to night;
Who, mightier than the sea, makes Moors seem white;
Who, though seven years she in the stews had laid,
A Nunnery durst receive, and think a maid;
And though in childbed's labour she did lie,
Midwives would swear 'twere but a tympany;
Whom, if she accuse herself, I credit less
Than witches, which impossibles confess;
Whom dildoes, bedstaves, and her velvet glass
Would be as loath to touch as Joseph was:
One like none, and liked of none, fittest were,
For, things in fashion every man will wear.",Elegy
32,John Donne,Elegy Vii,"Nature's lay idiot, I taught thee to love,
And in that sophistry, Oh, thou dost prove
Too subtle: Foole, thou didst not understand
The mystic language of the eye nor hand:
Nor couldst thou judge the difference of the air
Of sighs, and say, This lies, this sounds despair:
Nor by th' eyes water call a malady
Desperately hot, or changing feverously.
I had not taught thee, then, the Alphabet
Of flowers, how they devisefully being set
And bound up might with speechless secrecy
Deliver errands mutely, and mutually.
Remember since all thy words used to be
To every suitor, Ay, if my friends agree;
Since, household charms, thy husband's name to teach,
Were all the love tricks that thy wit could reach;
And since, an hour's discourse could scarce have made
One answer in thee, and that ill arrayed
In broken proverbs and torn sentences.
Thou art not by so many duties his,
That from the world's Common having severed thee,
Inlaid thee, neither to be seen, nor see,
As mine: who have with amorous delicacies
Refined thee into a blisful Paradise.
Thy graces and good words my creatures be;
I planted knowledge and life's tree in thee,
Which Oh, shall strangers taste? Must I alas
Frame and enamel plate, and drink in glass?
Chaf wax for others' seals? break a colt's force
And leave him then, being made a ready horse?",Elegy
33,Edna St. Vincent Millay,Elegy Before Death,"There will be rose and rhododendron
When you are dead and under ground;
Still will be heard from white syringas
Heavy with bees, a sunny sound;

Still will the tamaracks be raining
After the rain has ceased, and still
Will there be robins in the stubble,
Brown sheep upon the warm green hill.

Spring will not ail nor autumn falter;
Nothing will know that you are gone,
Saving alone some sullen plough-land
None but yourself sets foot upon;

Saving the may-weed and the pig-weed
Nothing will know that you are dead,—
These, and perhaps a useless wagon
Standing beside some tumbled shed.

Oh, there will pass with your great passing
Little of beauty not your own,—
Only the light from common water,
Only the grace from simple stone!",Elegy
34,John Donne,Elegy Iii: Change,"Although thy hand and faith, and good works too,
Have seal'd thy love which nothing should undo,
Yea though thou fall back, that apostasy
Confirm thy love; yet much, much I fear thee.
Women are like the Arts, forc'd unto none,
Open to'all searchers, unpriz'd, if unknown.
If I have caught a bird, and let him fly,
Another fouler using these means, as I,
May catch the same bird; and, as these things be,
Women are made for men, not him, nor me.
Foxes and goats; all beasts change when they please,
Shall women, more hot, wily, wild then these,
Be bound to one man, and did Nature then
Idly make them apter to endure than men?
They are our clogges, not their owne; if a man be
Chain'd to a galley, yet the galley is free;
Who hath a plow-land, casts all his seed corn there,
And yet allows his ground more corn should bear;
Though Danuby into the sea must flow,
The sea receives the Rhene, Volga, and Po.
By nature, which gave it, this liberty
Thou lov'st, but Oh! canst thou love it and me?
Likeness glues love: Then if so thou do,
To make us like and love, must I change too?
More than thy hate, I hate it, rather let me
Allow her change, then change as oft as she,
And so not teach, but force my opinion
To love not any one, nor every one.
To live in one land is captivity,
To run all countries, a wild roguery;
Waters stink soon, if in one place they bide,
And in the vast sea are worse putrified:
But when they kiss one bank, and leaving this
Never look back, but the next bank do kiss,
Then are they purest; Change is the nursery
Of music, joy, life, and eternity.",Elegy
35,Edna St. Vincent Millay,Elegy,"Let them bury your big eyes
In the secret earth securely,
Your thin fingers, and your fair,
Soft, indefinite-colored hair,—
All of these in some way, surely,
From the secret earth shall rise;
Not for these I sit and stare,
Broken and bereft completely;
Your young flesh that sat so neatly
On your little bones will sweetly
Blossom in the air.

But your voice,—never the rushing
Of a river underground,
Not the rising of the wind
In the trees before the rain,
Not the woodcock's watery call,
Not the note the white-throat utters,
Not the feet of children pushing
Yellow leaves along the gutters
In the blue and bitter fall,
Shall content my musing mind
For the beauty of that sound
That in no new way at all
Ever will be heard again.

Sweetly through the sappy stalk
Of the vigorous weed,
Holding all it held before,
Cherished by the faithful sun,
On and on eternally
Shall your altered fluid run,
Bud and bloom and go to seed;
But your singing days are done;
But the music of your talk
Never shall the chemistry
Of the secret earth restore.
All your lovely words are spoken.
Once the ivory box is broken,
Beats the golden bird no more.",Elegy
36,Jonathan Swift,Elegy Upon Tiger,"Her dead lady's joy and comfort,
Who departed this life
The last day of March, 1727:
To the great joy of Bryan
That his antagonist is gone.

And is poor Tiger laid at last so low?
O day of sorrow! -Day of dismal woe!
Bloodhounds, or spaniels, lap-dogs, 'tis all one,
When Death once whistles -snap! -away they're gone.
See how she lies, and hangs her lifeless ears,
Bathed in her mournful lady's tears!
Dumb is her throat, and wagless is her tail,
Doomed to the grave, to Death's eternal jail!
In a few days this lovely creature must
First turn to clay, and then be changed to dust.
That mouth which used its lady's mouth to lick
Must yield its jaw-bones to the worms to pick.
That mouth which used the partridge-wing to eat
Must give its palate to the worms to eat.

Methinks I see her now in Charon's boat
Bark at the Stygian fish which round it float;
While Cerberus, alarmed to hear the sound,
Makes Hell's wide concave bellow all around.
She sees him not, but hears him through the dark,
And valiantly returns him bark for bark.
But now she trembles -though a ghost, she dreads
To see a dog with three large yawning heads.
Spare her, you hell-hounds, case your frightful paws,
And let poor Tiger 'scape your furious jaws.
Let her go safe to the Elysian plains,
Where Hylax barks among the Mantuan swains;
There let her frisk about her new-found love:
She loved a dog when she was here above.

The Epitaph

Here lies beneath this marble
An animal could bark, or warble:
Sometimes a bitch, sometimes a bird,
Could eat a tart, or eat a t -.",Elegy
37,Lorraine Margueritte Gasrel  ..,Elegy To Time,"Like rainbows dissolving or love's end
We mourn the parting of friends

As the Sun travels East to West
Do we wonder where or when it will rest

In the Spring a world reborn
A child's first step this Summer's morn

Autumn's passing into Winter's night
Shows a glimmer of Heaven's light

And slowly ticks the clock and chimes
As in passing beats our time.",Elegy
38,John Gay,An Elegy On A Lap-Dog,"1     Shock's fate I mourn; poor Shock is now no more,
2     Ye Muses mourn, ye chamber-maids deplore.
3     Unhappy Shock! yet more unhappy fair,
4     Doom'd to survive thy joy and only care!
5     Thy wretched fingers now no more shall deck,
6     And tie the fav'rite ribbon round his neck;
7     No more thy hand shall smooth his glossy hair,
8     And comb the wavings of his pendent ear.
9     Yet cease thy flowing grief, forsaken maid;
10   All mortal pleasures in a moment fade:
11   Our surest hope is in an hour destroy'd,
12   And love, best gift of heav'n, not long enjoy'd.

13         Methinks I see her frantic with despair,
14   Her streaming eyes, wrung hands, and flowing hair
15   Her Mechlen pinners rent the floor bestrow,
16   And her torn fan gives real signs of woe.
17   Hence Superstition, that tormenting guest,
18   That haunts with fancied fears the coward breast;
19   No dread events upon his fate attend,
20   Stream eyes no more, no more thy tresses rend.
21   Tho' certain omens oft forewarn a state,
22   And dying lions show the monarch's fate;
23   Why should such fears bid Celia's sorrow rise?
24   For when a lap-dog falls no lover dies.

25         Cease, Celia, cease; restrain thy flowing tears,
26   Some warmer passion will dispel thy cares.
27   In man you'll find a more substantial bliss,
28   More grateful toying, and a sweeter kiss.

29         He's dead. Oh lay him gently in the ground!
30   And may his tomb be by this verse renown'd.
31   Here Shock, the pride of all his kind, is laid;
32   Who fawn'd like man, but ne'er like man betray'd.",Elegy
39,Siegfried Sassoon,Elegy,"Your dextrous wit will haunt us long 
Wounding our grief with yesterday. 
Your laughter is a broken song; 
And death has found you, kind and gay. 

We may forget those transient things
That made your charm and our delight: 
But loyal love has deathless wings 
That rise and triumph out of night. 

So, in the days to come, your name 
Shall be as music that ascends 
When honour turns a heart from shame... 
O heart of hearts! ... O friend of friends!",Elegy
40,John Donne,Elegy Vi,"Oh, let me not serve so, as those men serve
Whom honour's smokes at once fatten and starve;
Poorly enrich't with great men's words or looks;
Nor so write my name in thy loving books
As those idolatrous flatterers, which still
Their Prince's styles, with many realms fulfil
Whence they no tribute have, and where no sway.
Such services I offer as shall pay
Themselves, I hate dead names: Oh then let me
Favourite in Ordinary, or no favourite be.
When my soul was in her own body sheathed,
Nor yet by oaths betrothed, nor kisses breathed
Into my Purgatory, faithless thee,
Thy heart seemed wax, and steel thy constancy:
So, careless flowers strowed on the waters face
The curled whirlpools suck, smack, and embrace,
Yet drown them; so, the taper's beamy eye
Amorously twinkling beckons the giddy fly,
Yet burns his wings; and such the devil is,
Scarce visiting them who are entirely his.
When I behold a stream which, from the spring,
Doth with doubtful melodious murmuring,
Or in a speechless slumber, calmly ride
Her wedded channels' bosom, and then chide
And bend her brows, and swell if any bough
Do but stoop down, or kiss her upmost brow:
Yet, if her often gnawing kisses win
The traiterous bank to gape, and let her in,
She rusheth violently, and doth divorce
Her from her native, and her long-kept course,
And roars, and braves it, and in gallant scorn,
In flattering eddies promising retorn,
She flouts the channel, who thenceforth is dry;
Then say I, That is she, and this am I.
Yet let not thy deep bitterness beget
Careless despair in me, for that will whet
My mind to scorn; and Oh, love dulled with pain
Was ne'er so wise, nor well armed as disdain.
Then with new eyes I shall survey thee, and spy
Death in thy cheeks, and darkness in thine eye.
Though hope bred faith and love: thus taught, I shall,
As nations do from Rome, from thy love fall.
My hate shall outgrow thine, and utterly
I will renounce thy dalliance: and when I
Am the recusant, in that resolute state,
What hurts it me to be excommunicate?",Elegy
41,Sandra Fowler,An Elegy In Frost,"Cold sunshine writes our elegy in frost, 
Author of light a million snowflakes lost, 
All gone forever into swirling air, 
A dance of death that is no longer there.

Pure poetry becomes a stanza said, 
Classical white a message left unread, 
While we stand longing for a winter past, 
Hurt by a mood that was too fey to last.

West is a shadow wrapped around frail bones, 
Your hand in mine for eloquence atones.
Touch is a brevity that needs no sound
To turn the weather of the world around.",Elegy
42,Alan Dugan,Elegy,"I know but will not tell
you, Aunt Irene, why there
are soap suds in the whiskey:
Uncle Robert had to have
A drink while shaving.",Elegy
