,Author,Title,Poem,Form
16,Ezra Pound,Ballad For Gloom,"For God, our God is a gallant foe 
That playeth behind the veil. 

I have loved my God as a child at heart 
That seeketh deep bosoms for rest, 
I have loved my God as a maid to man— 
But lo, this thing is best: 

To love your God as a gallant foe that plays behind the veil; 
To meet your God as the night winds meet beyond Arcturus' pale. 

I have played with God for a woman, 
I have staked with my God for truth, 
I have lost to my God as a man, clear-eyed— 
His dice be not of ruth. 

For I am made as a naked blade, 
But hear ye this thing in sooth: 

Who loseth to God as man to man 
Shall win at the turn of the game. 
I have drawn my blade where the lightnings meet 
But the ending is the same: 
Who loseth to God as the sword blades lose 
Shall win at the end of the game. 

For God, our God is a gallant foe that playeth behind the veil. 
Whom God deigns not to overthrow hath need of triple mail.",Ballad
17,Edna St. Vincent Millay,The Ballad Of The Harp-Weaver,"""Son,"" said my mother,
When I was knee-high,
""you've need of clothes to cover you,
and not a rag have I.

""There's nothing in the house
To make a boy breeches,
Nor shears to cut a cloth with,
Nor thread to take stitches.

""There's nothing in the house
But a loaf-end of rye,
And a harp with a woman's head
Nobody will buy,""
And she began to cry.

That was in the early fall.
When came the late fall,
""Son,"" she said, ""the sight of you
Makes your mother's blood crawl,—

""Little skinny shoulder-blades
Sticking through your clothes!
And where you'll get a jacket from
God above knows.

""It's lucky for me, lad,
Your daddy's in the ground,
And can't see the way I let
His son go around!""
And she made a queer sound.

That was in the late fall.
When the winter came,
I'd not a pair of breeches
Nor a shirt to my name.

I couldn't go to school,
Or out of doors to play.
And all the other little boys
Passed our way.

""Son,"" said my mother,
""Come, climb into my lap,
And I'll chafe your little bones
While you take a nap.""

And, oh, but we were silly
For half and hour or more,
Me with my long legs,
Dragging on the floor,

A-rock-rock-rocking
To a mother-goose rhyme!
Oh, but we were happy
For half an hour's time!

But there was I, a great boy,
And what would folks say
To hear my mother singing me
To sleep all day,
In such a daft way?

Men say the winter
Was bad that year;
Fuel was scarce,
And food was dear.

A wind with a wolf's head
Howled about our door,
And we burned up the chairs
And sat upon the floor.

All that was left us
Was a chair we couldn't break,
And the harp with a woman's head
Nobody would take,
For song or pity's sake.

The night before Christmas
I cried with cold,
I cried myself to sleep 
Like a two-year old.

And in the deep night
I felt my mother rise,
And stare down upon me
With love in her eyes.

I saw my mother sitting
On the one good chair,
A light falling on her
From I couldn't tell where.

Looking nineteen,
And not a day older,
And the harp with a woman's head
Leaned against her shoulder.

Her thin fingers, moving
In the thin, tall strings,
Were weav-weav-weaving
Wonderful things.

Many bright threads,
From where I couldn't see,
Were running through the harp-strings
Rapidly,

And gold threads whistling
Through my mother's hand.
I saw the web grow,
And the pattern expand.

She wove a child's jacket,
And when it was done
She laid it on the floor
And wove another one.

She wove a red cloak
So regal to see,
""She's made it for a king's son,""
I said, ""and not for me.""
But I knew it was for me.

She wove a pair of breeches
Quicker than that!
She wove a pair of boots
And a little cocked hat.

She wove a pair of mittens,
Shw wove a little blouse,
She wove all night
In the still, cold house.

She sang as she worked,
And the harp-strings spoke;
Her voice never faltered,
And the thread never broke,
And when I awoke,—

There sat my mother
With the harp against her shoulder,
Looking nineteeen,
And not a day older, 

A smile about her lips,
And a light about her head,
And her hands in the harp-strings
Frozen dead.

And piled beside her
And toppling to the skies,
Were the clothes of a king's son,
Just my size.",Ballad
18,Ezra Pound,Ballad Of The Goodly Fere,"Ha' we lost the goodliest fere o' all
For the priests and the gallows tree?
Aye lover he was of brawny men,
O' ships and the open sea.

When they came wi' a host to take Our Man
His smile was good to see,
""First let these go!"" quo' our Goodly Fere,
""Or I'll see ye damned,"" says he.

Aye he sent us out through the crossed high spears
And the scorn of his laugh rang free,
""Why took ye not me when I walked about
Alone in the town?"" says he.

Oh we drank his ""Hale"" in the good red wine
When we last made company,
No capon priest was the Goodly Fere
But a man o' men was he.

I ha' seen him drive a hundred men
Wi' a bundle o' cords swung free,
That they took the high and holy house
For their pawn and treasury.

They'll no' get him a' in a book I think
Though they write it cunningly;
No mouse of the scrolls was the Goodly Fere
But aye loved the open sea.

If they think they ha' snared our Goodly Fere
They are fools to the last degree.
""I'll go to the feast,"" quo' our Goodly Fere,
""Though I go to the gallows tree.""

""Ye ha' seen me heal the lame and blind,
And wake the dead,"" says he,
""Ye shall see one thing to master all:
'Tis how a brave man dies on the tree.""

A son of God was the Goodly Fere
That bade us his brothers be.
I ha' seen him cow a thousand men.
I have seen him upon the tree.

He cried no cry when they drave the nails
And the blood gushed hot and free,
The hounds of the crimson sky gave tongue
But never a cry cried he.

I ha' seen him cow a thousand men
On the hills o' Galilee,
They whined as he walked out calm between,
Wi' his eyes like the grey o' the sea,

Like the sea that brooks no voyaging
With the winds unleashed and free,
Like the sea that he cowed at Genseret
Wi' twey words spoke' suddently.

A master of men was the Goodly Fere,
A mate of the wind and sea,
If they think they ha' slain our Goodly Fere
They are fools eternally.

I ha' seen him eat o' the honey-comb
Sin' they nailed him to the tree.",Ballad
19,Thomas Lovell Beddoes,Ballad Of Human Life,"WHEN we were girl and boy together,  
 We toss’d about the flowers  
 And wreath’d the blushing hours  
Into a posy green and sweet.  
 I sought the youngest, best, 
 And never was at rest  
Till I had laid them at thy fairy feet.  
But the days of childhood they were fleet,  
 And the blooming sweet-briar-breath’d weather,  
 When we were boy and girl together.
 
Then we were lad and lass together,  
 And sought the kiss of night  
 Before we felt aright,  
Sitting and singing soft and sweet.  
 The dearest thought of heart 
 With thee ’t was joy to part,  
And the greater half was thine, as meet.  
Still my eyelid’s dewy, my veins they beat  
 At the starry summer-evening weather,  
 When we were lad and lass together.
 
And we are man and wife together,  
 Although thy breast, once bold  
 With song, be clos’d and cold  
Beneath flowers’ roots and birds’ light feet.  
 Yet sit I by thy tomb,
 And dissipate the gloom  
With songs of loving faith and sorrow sweet.  
And fate and darkling grave kind dreams do cheat,  
 That, while fair life, young hope, despair and death are,  
 We ’re boy and girl, and lass and lad, and man and wife together.",Ballad
20,Edwin Arlington Robinson,Ballad By The Fire,"Slowly I smoke and hug my knee, 
The while a witless masquerade 
Of things that only children see 
Floats in a mist of light and shade: 
They pass, a flimsy cavalcade, 
And with a weak, remindful glow, 
The falling embers break and fade, 
As one by one the phantoms go. 

Then, with a melancholy glee 
To think where once my fancy strayed, 
I muse on what the years may be 
Whose coming tales are all unsaid, 
Till tongs and shovel, snugly laid 
Within their shadowed niches, grow 

By grim degrees to pick and spade, 
As one by one the phantoms go. 

But then, what though the mystic Three 
Around me ply their merry trade? -- 
And Charon soon may carry me 
Across the gloomy Stygian glade? -- 

Be up, my soul! nor be afraid 
Of what some unborn year may show; 
But mind your human debts are paid, 
As one by one the phantoms go. 

ENVOY

Life is the game that must be played: 
This truth at least, good friend, we know; 
So live and laugh, nor be dismayed 
As one by one the phantoms go.",Ballad
21,François Villon,The Ballad Of The Proverbs,"So rough the goat will scratch, it cannot sleep.
So often goes the pot to the well that it breaks.
So long you heat iron, it will glow;
so heavily you hammer it, it shatters.
So good is the man as his praise;
so far he will go, and he's forgotten;
so bad he behaves, and he's despised.
So loud you cry Christmas, it comes.

So glib you talk, you end up in contradictions.
So good is your credit as the favors you got.
So much you promise that you will back out.
So doggedly you beg that your wish is granted;
so high climbs the price when you want a thing;
so much you want it that you pay the price;
so familiar it gets to you, you want it no more.
So loud you cry Christmas, it comes.

So, you love a dog.  Then feed it!
So long a song will run that people learn it.
So long you keep the fruit, it will rot.
So hot the struggle for a spot that it is won;
so cool you keep your act that your spirit freezes;
so hurriedly you act that you run into bad luck;
so tight you embrace that your catch slips away.
So loud you cry Christmas, it comes.

So you scoff and laugh, and the fun is gone.
So you crave and spend, and lose your shirt.
So candid you are, no blow can be too low.
So good as a gift should a promise be.
So, if you love God, you obey the Church.
So, when you give much, you borrow much.
So, shifting winds turn to storm.
So loud you cry Christmas, it comes.

Prince, so long as a fool persists, he grows wiser;
so, round the world he goes, but return he will,
so humbled and beaten back into servility.
So loud you cry Christmas, it is here.",Ballad
22,William Butler Yeats,The Ballad Of Father Gilligan,"The old priest Peter Gilligan
Was weary night and day
For half his flock were in their beds
Or under green sods lay.

Once, while he nodded in a chair
At the moth-hour of the eve
Another poor man sent for him,
And he began to grieve.

'I have no rest, nor joy, nor peace,
For people die and die;
And after cried he, 'God forgive!
My body spake not I!'

He knelt, and leaning on the chair
He prayed and fell asleep;
And the moth-hour went from the fields,
And stars began to peep.

They slowly into millions grew,
And leaves shook in the wind
And God covered the world with shade
And whispered to mankind.

Upon the time of sparrow chirp
When the moths came once more,
The old priest Peter Gilligan
Stood upright on the floor.

'Mavrone, mavrone! The man has died
While I slept in the chair.'
He roused his horse out of its sleep
And rode with little care.

He rode now as he never rode,
By rocky lane and fen;
The sick man's wife opened the door,
'Father! you come again!'

'And is the poor man dead?' he cried
'He died an hour ago.'
The old priest Peter Gilligan
In grief swayed to and fro.

'When you were gone, he turned and died,
As merry as a bird.'
The old priest Peter Gilligan
He knelt him at that word.

'He Who hath made the night of stars
For souls who tire and bleed,
Sent one of this great angels down,
To help me in my need.

'He Who is wrapped in purple robes,
With planets in His care
Had pity on the least of things
Asleep upon a chair.'",Ballad
23,Francis Duggan,A Ballad Of Wasted Years,"I have walked through tougher Harlem where few strangers dare to go
And I've been in London City in the rain and in the snow
And I've worked in inner Melbourne in the searing summer heat
And believe me if I tell you I have earned the bread I eat.

I have laboured in deep trenches with my life I've took a dare
And I've worked in cherry pickers ninety foot up in the air
And the hands of time keep turning and the years go quickly by
And the man who lives on welfare is still better off than I.

And who needs the tag of good worker it's no big deal anyway
He's a wiser and better off man who sits at home all day
And his conscience doesn't prick him isn't he the lucky one
And must I be one great idiot to go labouring in the sun.

I was low in social ladder and I still am way down low
And I feel my life's been wasted for my years have nought to show
Some may say he's a good worker that's of little use to me
All I need is lots of money I don't need your sympathy.

I felt happy for a brief while in a green Land miles away
In that beautiful green Country where I lived for many a day
I felt inwardly contented even though I was quite poor
Listening to the pipits piping in the meads of Annagloor.

Till the wanderlust possessed me I grew restless as the wind
Pity on all migrant workers, pity on all wandering kind
Went to live in foreign city worked with strong hard working men
But I've nought to show for labour I'm poor now as I was then.

In Ireland I cut down pine trees in the hills where bracken grow
And in Wales I picked potatoes many, many years ago
I have laboured for a living on myself I have been cruel
All the World laughs at an idiot all the World laughs at a fool.

I am getting old and weary and what hair I've left is gray
And I'm well beyond the fifty and I've seen a better day
And like the work weary work horse all the better years are gone
And I still work as a labourer and I still keep plodding on.

Please don't say he's a good worker such words I don't wish to hear
For I've nought to show for labour though I've worked for many a year
Words like 'good hard working fellow' does not do a thing for me
All I need is lots of money, I don't need your sympathy.",Ballad
24,Allen Ginsberg,Making The Lion For All It's Got -- A Ba..,"I came home and found a lion in my room...
[First draft of ""The Lion for Real"" CP 174-175]


A lion met America
in the road
they stared at each other
two figures on the crossroads in the desert.

America screamed
The lion roared
They leaped at each other
America desperate to win
Fighting with bombs, flamethrowers,
knives forks submarines.

The lion ate America, bit off her head
and loped off to the golden hills
that's all there is to say
about america except 
that now she's 
lionshit all over the desert.",Ballad
25,Edwin Arlington Robinson,Ballad Of Dead Friends,"As we the withered ferns 
By the roadway lying, 
Time, the jester, spurns 
All our prayers and prying -- 
All our tears and sighing, 
Sorrow, change, and woe -- 
All our where-and-whying 
For friends that come and go. 

Life awakes and burns, 
Age and death defying, 
Till at last it learns 
All but Love is dying; 
Love's the trade we're plying, 
God has willed it so; 
Shrouds are what we're buying 
For friends that come and go. 

Man forever yearns 
For the thing that's flying. 
Everywhere he turns, 
Men to dust are drying, -- 
Dust that wanders, eying 
(With eyes that hardly glow) 
New faces, dimly spying 
For friends that come and go. 

ENVOY

And thus we all are nighing 
The truth we fear to know: 
Death will end our crying 
For friends that come and go.",Ballad
26,Banjo Paterson,A Ballad Of Ducks,"The railway rattled and roared and swung 
With jolting and bumping trucks. 
The sun, like a billiard red ball, hung 
In the Western sky: and the tireless tongue 
Of the wild-eyed man in the corner told 
This terrible tale of the days of old, 
And the party that ought to have kept the ducks. 
""Well, it ain't all joy bein' on the land 
With an overdraft that'd knock you flat; 
And the rabbits have pretty well took command; 
But the hardest thing for a man to stand 
Is the feller who says 'Well I told you so! 
You should ha' done this way, don't you know!' -- 
I could lay a bait for a man like that. 

""The grasshoppers struck us in ninety-one 
And what they leave -- well, it ain't de luxe. 
But a growlin' fault-findin' son of a gun 
Who'd lent some money to stock our run -- 
I said they'd eaten what grass we had -- 
Says he, 'Your management's very bad; 
You had a right to have kept some ducks!' 

""To have kept some ducks! And the place was white! 
Wherever you went you had to tread 
On grasshoppers guzzlin' day and night; 
And then with a swoosh they rose in flight, 
If you didn't look out for yourself they'd fly 
Like bullets into your open eye 
And knock it out of the back of your head. 

""There isn't a turkey or goose or swan, 
Or a duck that quacks, or a hen that clucks, 
Can make a difference on a run 
When a grasshopper plague has once begun; 
'If you'd finance us,' I says, 'I'd buy 
Ten thousand emus and have a try; 
The job,' I says, 'is too big for ducks! 

""'You must fetch a duck when you come to stay; 
A great big duck -- a Muscovy toff -- 
Ready and fit,' I says, 'for the fray; 
And if the grasshoppers come our way 
You turn your duck into the lucerne patch, 
And I'd be ready to make a match 
That the grasshoppers eat his feathers off!"" 

""He came to visit us by and by, 
And it just so happened one day in spring 
A kind of cloud came over the sky -- 
A wall of grasshoppers nine miles high, 
And nine miles thick, and nine hundred wide, 
Flyin' in regiments, side by side, 
And eatin' up every living thing. 

""All day long, like a shower of rain, 
You'd hear 'em smackin' against the wall, 
Tap, tap, tap, on the window pane, 
And they'd rise and jump at the house again 
Till their crippled carcasses piled outside. 
But what did it matter if thousands died -- 
A million wouldn't be missed at all. 

""We were drinkin' grasshoppers -- so to speak -- 
Till we skimmed their carcasses off the spring; 
And they fell so thick in the station creek 
They choked the waterholes all the week. 
There was scarcely room for a trout to rise, 
And they'd only take artificial flies -- 
They got so sick of the real thing. 

""An Arctic snowstorm was beat to rags 
When the hoppers rose for their morning flight 
With the flapping noise like a million flags: 
And the kitchen chimney was stuffed with bags 
For they'd fall right into the fire, and fry 
Till the cook sat down and began to cry -- 
And never a duck or fowl in sight. 

""We strolled across to the railroad track -- 
Under a cover beneath some trucks, 
I sees a feather and hears a quack; 
I stoops and I pulls the tarpaulin back -- 
Every duck in the place was there, 
No good to them was the open air. 
'Mister,' I says, 'There's your blanky ducks!'""",Ballad
27,François Villon,Ballad Of The Ladies Of Yore,"Tell me where, in what country,
Is Flora the beautiful Roman,
Archipiada or Thais
Who was first cousin to her once,
Echo who speaks when there's a sound
On a pond or a river
Whose beauty was more than human? 
But where are the snows of yesteryear? 
Where is the leamed Heloise
For whom they castrated Pierre Abelard
And made him a monk at Saint-Denis,
For his love he took this pain,
Likewise where is the queen
Who commanded that Buridan
Be thrown in a sack into the Seine? 
But where are the snows of yesteryear? 

The queen white as a lily
Who sang with a siren's voice,
Big-footed Bertha, Beatrice, Alice,
Haremburgis who held Maine
And Jeanne the good maid of Lorraine
Whom the English bumt at Rouen, where,
Where are they, sovereign Virgin? 
But where are the snows of yesteryear? 

Prince, don't ask me in a week
or in a year what place they are; 
I can only give you this refrain:
Where are the snows of yesteryear?",Ballad
28,Sir Walter Scott,Border Ballad,"March, march, Ettrick and Teviotdale, 
Why the deil dinna ye march forward in order! 
March, march, Eskdale and Liddesdale, 
All the Blue Bonnets are bound for the Border. 
Many a banner spread,
Flutters above your head, 
Many a crest that is famous in story. 
Mount and make ready then, 
Sons of the mountain glen, 
Fight for the Queen and our old Scottish glory. 

Come from the hills where your hirsels are grazing, 
Come from the glen of the buck and the roe; 
Come to the crag where the beacon is blazing, 
Come with the buckler, the lance, and the bow. 
Trumpets are sounding, 
War-steeds are bounding, 
Stand to your arms, then, and march in good order; 
England shall many a day 
Tell of the bloody fray, 
When the Blue Bonnets came over the Border.",Ballad
29,Ezra Pound,A Ballad Of The Mulberry Road,"The sun rises in south east corner of things
To look on the tall house of the Shin
For they have a daughter named Rafu,
(pretty girl)
She made the name for herself: 'Gauze Veil,'
For she feeds mulberries to silkworms.
She gets them by the south wall of the town.
With green strings she makes the warp of her basket,
She makes the shoulder-straps of her basket
from the boughs of Katsura,
And she piles her hair up on the left side of her headpiece.

Her earrings are made of pearl,
Her underskirt is of green pattern-silk,
Her overskirt is the same silk dyed in purple,
And when men going by look on Rafu
They set down their burdens,
They stand and twirl their moustaches.",Ballad
30,Alfred Lord Tennyson,The Revenge - A Ballad Of The Fleet,"I

AT Flores, in the Azores Sir Richard Grenville lay,  
And a pinnace, like a flutter’d bird, came flying from far away;  
“Spanish ships of war at sea! we have sighted fifty-three!”  
Then sware Lord Thomas Howard: “’Fore God I am no coward;  
But I cannot meet them here, for my ships are out of gear,          
And the half my men are sick. I must fly, but follow quick.  
We are six ships of the line; can we fight with fifty-three?”  
 
II

Then spake Sir Richard Grenville: “I know you are no coward;  
You fly them for a moment to fight with them again.  
But I’ve ninety men and more that are lying sick ashore.         
I should count myself the coward if I left them, my Lord Howard,  
To these Inquisition dogs and the devildoms of Spain.”  
 
III

So Lord Howard past away with five ships of war that day,  
Till he melted like a cloud in the silent summer heaven;  
But Sir Richard bore in hand all his sick men from the land         
Very carefully and slow,  
Men of Bideford in Devon,  
And we laid them on the ballast down below:  
For we brought them all aboard,  
And they blest him in their pain, that they were not left to Spain,         
To the thumb-screw and the stake, for the glory of the Lord.  
 
IV

He had only a hundred seamen to work the ship and to fight,  
And he sailed away from Flores till the Spaniard came in sight,  
With his huge sea-castles heaving upon the weather bow.  
“Shall we fight or shall we fly?         
Good Sir Richard, tell us now,  
For to fight is but to die!  
There’ll be little of us left by the time this sun be set.”  
And Sir Richard said again: “We be all good Englishmen.  
Let us bang these dogs of Seville, the children of the devil,         
For I never turn’d my back upon Don or devil yet.”  
 
V

Sir Richard spoke and he laugh’d, and we roar’d a hurrah and so  
The little Revenge ran on sheer into the heart of the foe,  
With her hundred fighters on deck, and her ninety sick below;  
For half of their fleet to the right and half to the left were seen,         
And the little Revenge ran on thro’ the long sea-lane between.  
 
VI

Thousands of their soldiers look’d down from their decks and laugh’d,  
Thousands of their seamen made mock at the mad little craft  
Running on and on, till delay’d  
By their mountain-like San Philip that, of fifteen hundred tons,        
And up-shadowing high above us with her yawning tiers of guns,  
Took the breath from our sails, and we stay’d.  
 
VII

And while now the great San Philip hung above us like a cloud  
Whence the thunderbolt will fall  
Long and loud,         45 
Four galleons drew away  
From the Spanish fleet that day.  
And two upon the larboard and two upon the starboard lay,  
And the battle-thunder broke from them all.  
 
VIII

But anon the great San Philip, she bethought herself and went,         
Having that within her womb that had left her ill content;  
And the rest they came aboard us, and they fought us hand to hand,  
For a dozen times they came with their pikes and musqueteers,  
And a dozen times we shook ’em off as a dog that shakes his ears  
When he leaps from the water to the land.           
IX

And the sun went down, and the stars came out far over the summer sea,  
But never a moment ceased the fight of the one and the fifty-three.  
Ship after ship, the whole night long, their high-built galleons came,  
Ship after ship, the whole night long, with her battle-thunder and flame;  
Ship after ship, the whole night long, drew back with her dead and her shame.         
For some were sunk and many were shatter’d and so could fight us no more—  
God of battles, was ever a battle like this in the world before?  
 
X

For he said, “Fight on! fight on!”  
Tho’ his vessel was all but a wreck;  
And it chanced that, when half of the short summer night was gone,         
With a grisly wound to be drest he had left the deck,  
But a bullet struck him that was dressing it suddenly dead,  
And himself he was wounded again in the side and the head,  
And he said, “Fight on! fight on!”  
 
XI

And the night went down, and the sun smiled out far over the summer sea,        
And the Spanish fleet with broken sides lay round us all in a ring;  
But they dared not touch us again, for they fear’d that we still could sting,  
So they watch’d what the end would be.  
And we had not fought them in vain,  
But in perilous plight were we,         
Seeing forty of our poor hundred were slain,  
And half of the rest of us maim’d for life  
In the crash of the cannonades and the desperate strife;  
And the sick men down in the hold were most of them stark and cold,  
And the pikes were all broken or bent, and the powder was all of it spent;
And the masts and the rigging were lying over the side;  
But Sir Richard cried in his English pride:  
“We have fought such a fight for a day and a night  
As may never be fought again!  
We have won great glory, my men!         
And a day less or more  
At sea or ashore,  
We die—does it matter when?  
Sink me the ship, Master Gunner—sink her, split her in twain!  
Fall into the hands of God, not into the hands of Spain!”           
XII

And the gunner said, “Ay, ay,” but the seamen made reply:  
“We have children, we have wives,  
And the Lord hath spared our lives.  
We will make the Spaniard promise, if we yield, to let us go;  
We shall live to fight again and to strike another blow.”         
And the lion there lay dying, and they yielded to the foe.  
 
XIII

And the stately Spanish men to their flagship bore him then,  
Where they laid him by the mast, old Sir Richard caught at last,  
And they praised him to his face with their courtly foreign grace;  
But he rose upon their decks, and he cried:         
“I have fought for Queen and Faith like a valiant man and true;  
I have only done my duty as a man is bound to do.  
With a joyful spirit I Sir Richard Grenville die!”  
And he fell upon their decks, and he died.  
 
XIV

And they stared at the dead that had been so valiant and true,         
And had holden the power and glory of Spain so cheap  
That he dared her with one little ship and his English few;  
Was he devil or man? He was devil for aught they knew,  
But they sank his body with honor down into the deep.  
And they mann’d the Revenge with a swarthier alien crew,         
And away she sail’d with her loss and long’d for her own;  
When a wind from the lands they had ruin’d awoke from sleep,  
And the water began to heave and the weather to moan,  
And or ever that evening ended a great gale blew,  
And a wave like the wave that is raised by an earthquake grew,         
Till it smote on their hulls and their sails and their masts and their flags,  
And the whole sea plunged and fell on the shot-shatter’d navy of Spain,  
And the little Revenge herself went down by the island crags  
To be lost evermore in the main.",Ballad
31,David Herbert Lawrence,Ballad Of Another Ophelia,"Oh the green glimmer of apples in the orchard,
Lamps in a wash of rain!  
Oh the wet walk of my brown hen through the stackyard,
Oh tears on the window pane!  
 
Nothing now will ripen the bright green apples,
Full of disappointment and of rain,  
Brackish they will taste, of tears, when the yellow dapples
Of autumn tell the withered tale again.  
 
All round the yard it is cluck, my brown hen,  
Cluck, and the rain-wet wings,
Cluck, my marigold bird, and again  
Cluck for your yellow darlings.  
 
For the grey rat found the gold thirteen  
Huddled away in the dark,  
Flutter for a moment, oh the beast is quick and keen,
Extinct one yellow-fluffy spark.  
 
Once I had a lover bright like running water,  
Once his face was laughing like the sky;  
Open like the sky looking down in all its laughter  
On the buttercups, and the buttercups was I.
 
What, then, is there hidden in the skirts of all the blossom?
What is peeping from your wings, oh mother hen?  
’Tis the sun who asks the question, in a lovely haste for wisdom;
What a lovely haste for wisdom is in men!  
 
Yea, but it is cruel when undressed is all the blossom,
And her shift is lying white upon the floor,  
That a grey one, like a shadow, like a rat, a thief, a rain-storm,
Creeps upon her then and gathers in his store.  
 
Oh the grey garner that is full of half-grown apples,  
Oh the golden sparkles laid extinct!
And oh, behind the cloud-sheaves, like yellow autumn dapples,
Did you see the wicked sun that winked!",Ballad
32,Edwin Arlington Robinson,Ballad Of Broken Flutes,"In dreams I crossed a barren land, 
A land of ruin, far away; 
Around me hung on every hand 
A deathful stillness of decay; 
And silent, as in bleak dismay 
That song should thus forsaken be, 
On that forgotten ground there lay 
The broken flutes of Arcady. 

The forest that was all so grand 
When pipes and tabors had their sway 
Stood leafless now, a ghostly band 
Of skeletons in cold array. 
A lonely surge of ancient spray 
Told of an unforgetful sea, 
But iron blows had hushed for aye 
The broken flutes of Arcady. 

No more by summer breezes fanned, 
The place was desolate and gray; 
But still my dream was to command 
New life into that shrunken clay. 
I tried it. Yes, you scan to-day, 
With uncommiserating glee, 
The songs of one who strove to play 
The broken flutes of Arcady. 

ENVOY

So, Rock, I join the common fray, 
To fight where Mammon may decree; 
And leave, to crumble as they may, 
The broken flutes of Arcady.",Ballad
33,Edwin Arlington Robinson,Ballad Of A Ship,"Down by the flash of the restless water 
The dim White Ship like a white bird lay; 
Laughing at life and the world they sought her, 
And out she swung to the silvering bay. 
Then off they flew on their roystering way, 
And the keen moon fired the light foam flying 
Up from the flood where the faint stars play, 
And the bones of the brave in the wave are lying. 

'T was a king's fair son with a king's fair daughter, 
And full three hundred beside, they say, -- 
Revelling on for the lone, cold slaughter 
So soon to seize them and hide them for aye; 
But they danced and they drank and their souls grew gay, 
Nor ever they knew of a ghoul's eye spying 
Their splendor a flickering phantom to stray 
Where the bones of the brave in the wave are lying. 

Through the mist of a drunken dream they brought her 
(This wild white bird) for the sea-fiend's prey: 
The pitiless reef in his hard clutch caught her, 
And hurled her down where the dead men stay. 
A torturing silence of wan dismay -- 
Shrieks and curses of mad souls dying -- 
Then down they sank to slumber and sway 
Where the bones of the brave in the wave are lying. 

ENVOY

Prince, do you sleep to the sound alway 
Of the mournful surge and the sea-birds' crying? -- 
Or does love still shudder and steel still slay, 
Where the bones of the brave in the wave are lying?",Ballad
34,Robert Burns,John Barleycorn: A Ballad,"There was three kings unto the east, 
Three kings both great and high, 
And they hae sworn a solemn oath 
John Barleycorn should die. 
 
They took a plough and plough'd him down, 
Put clods upon his head, 
And they hae sworn a solemn oath 
John Barleycorn was dead. 
 
But the cheerful Spring came kindly on, 
And show'rs began to fall; 
John Barleycorn got up again, 
And sore surpris'd them all. 
 
The sultry suns of Summer came, 
And he grew thick and strong; 
His head weel arm'd wi' pointed spears, 
That no one should him wrong. 
 
The sober Autumn enter'd mild, 
When he grew wan and pale; 
His bending joints and drooping head 
Show'd he bagan to fail. 
 
His colour sicken'd more and more, 
He faded into age; 
And then his enemies began 
To show their deadly rage. 
 
They've taen a weapon, long and sharp, 
And cut him by the knee; 
Then tied him fast upon a cart, 
Like a rogue for forgerie. 
 
They laid him down upon his back, 
And cudgell'd him full sore; 
They hung him up before the storm, 
And turn'd him o'er and o'er. 
 
They filled up a darksome pit 
With water to the brim; 
They heaved in John Barleycorn, 
There let him sink or swim. 
 
They laid him out upon the floor, 
To work him further woe; 
And still, as signs of life appear'd, 
They toss'd him to and fro. 
 
They wasted, o'er a scorching flame, 
The marrow of his bones; 
But a miller us'd him worst of all, 
For he crush'd him between two stones. 
 
And they hae taen his very heart's blood, 
And drank it round and round; 
And still the more and more they drank, 
Their joy did more abound. 
 
John Barleycorn was a hero bold, 
Of noble enterprise; 
For if you do but taste his blood, 
'Twill make your courage rise. 
 
'Twill make a man forget his woe; 
'Twill heighten all his joy; 
'Twill make the widow's heart to sing, 
Tho' the tear were in her eye. 
 
Then let us toast John Barleycorn, 
Each man a glass in hand; 
And may his great posterity 
Ne'er fail in old Scotland!",Ballad
35,Robert Graves,A Ballad Of Nursery Rhyme,"Strawberries that in gardens grow
Are plump and juicy fine,
But sweeter far as wise men know
Spring from the woodland vine.

No need for bowl or silver spoon,
Sugar or spice or cream,
Has the wild berry plucked in June
Beside the trickling stream.

One such to melt at the tongue's root,
Confounding taste with scent,
Beats a full peck of garden fruit:
Which points my argument.

May sudden justice overtake
And snap the froward pen,
That old and palsied poets shake
Against the minds of men;

Blasphemers trusting to hold caught
In far-flung webs of ink
The utmost ends of human thought,
Till nothing's left to think.

But may the gift of heavenly peace
And glory for all time
Keep the boy Tom who tending geese
First made the nursery rhyme.

By the brookside one August day,
Using the sun for clock,
Tom whiled the languid hours away
Beside his scattering flock,

Carving with a sharp pointed stone
On a broad slab of slate
The famous lives of Jumping Joan,
Dan Fox and Greedy Kate;

Rhyming of wolves and bears and birds,
Spain, Scotland, Babylon,
That sister Kate might learn the words
To tell to Toddling John.

But Kate, who could not stay content
To learn her lesson pat,
New beauty to the rough lines lent
By changing this or that;

And she herself set fresh things down
In corners of her slate,
Of lambs and lanes and London Town.
God's blessing fall on Kate!

The baby loved the simple sound,
With jolly glee he shook,
And soon the lines grew smooth and round
Like pebbles in Tom's brook,

From mouth to mouth told and retold
By children sprawled at ease
Before the fire in winter's cold,
In June beneath tall trees;

Till though long lost are stone and slate,
Though the brook no more runs,
And dead long time are Tom, John, Kate,
Their sons and their sons' sons;

Yet, as when Time with stealthy tread
Lays the rich garden waste,
The woodland berry ripe and red
Fails not in scent or taste,

So these same rhymes shall still be told
To children yet unborn,
While false philosophy growing old
Fades and is killed by scorn.",Ballad
